,label,question_text
2991,0,39. Bicycles:
2992,0,"All bicycles owned by the Tenant shall be stored only in the areas designated by the Landlord and not in any other parts of the building including the hallways, entrances and lobbies."
2993,0,40. Locking of Entrance Doors: 
2994,0,Landlord reserves the right to close and keep locked all entrance doors of the building during such hours as the Landlord deems advisable for the safety and protection of the building and its occupants.
2995,0,Tenant shall not prop open any entrance doors.
2996,0,41. Dwelling: 
2997,0,Tenant is only entitled to occupy the dwelling listed above.
2998,0,"This Lease does not entitle the Tenant to use of any area outside of the dwelling including, but not limited to, the attic, basement or the garage without written permission from the Landlord."
2999,0,Tenant is not to paint any part of the apartment without prior written permission from the Landlord.
3000,0,42. Water Leaks:
3001,0,"Tenant is to notify the Landlord immediately if Tenant notices any running water in the faucets in the kitchen, bathroom-sink, bathtub or any other faucets."
3002,0,"If the toilet is running and does not shut off properly, Tenant is to notify Landlord immediately."
3003,0,"If Tenant does not notify Landlord of any water leaks and it is determined that the water bill is in excess because of this leak, Tenant will be responsible financially for paying the difference in the water bill."
3004,0,43. Additional Terms and Conditions:
3005,0,"IN WITNESS THEREOF, the Parties have caused this Lease to be executed on the day and year first above written."
3006,0,LANDLORD(S):
3007,0,Signature: ______________________ Print:
3008,0,Signature: ______________________ Print:
3009,0,TENANT(S):
3010,0,Signature: ______________________ Print:
3011,0,Signature: ______________________ Print:
3012,0,WYOMING RESIDENTIAL LEASE AGREEMENT
3013,0,"This Residential Lease Agreement (this Agreement), which is entered into this  day of  , 20  , is by and between  , (Landlord), legal owner of the property described below, by and through the Owners broker and property manager,  andTenants Name:  Tenants Name:  "
3014,0,(hereinafter collectively Tenant). Landlord and Tenant hereby agree to as follows:
3015,0,"1.Summary. The initial rents, charges and deposits are as follows:"
3016,0,(Any balance due prior to occupancy to be paid in CERTIFIED FUNDS)
3017,0,2.Premises. 
3018,0,"Landlord hereby leases to Tenant and Tenant hereby leases from Landlord, subject to the terms and conditions of this Agreement, the Premises located at "
3019,0,3.Term.  
3020,0,The term of this Agreement shall commence on  and continue until  .
3022,0,the term of this Agreement will be extended on a month-to-month basis thereafter until either party shall terminate this Agreement by giving the other party the notice required by Section 17 below.
3023,0,4.Rent.  
3024,0,"Tenant shall pay rent at the monthly rate of $   , in advance, on the                     day of every month beginning the  day of  .  There is no grace period. "
3025,0,"If rent is delinquent, it must be paid in the form of certified funds."
3026,0,5.Place of Payment. 
3027,0,Tenant shall make all payments payable to  and shall mail such payment to Property Manager at the address set forth in Section 32 or hand deliver such payment to Property Manager at the address set forth in Section 32 during normal business hours.
3028,0,Property Manager is acting solely in the capacity as agent for Landlord.
3029,0,"Tenant must look to Landlord regarding all covenants, agreements, and warranties contained in this Agreement."
3030,0,Property Manager shall not be liable to Tenant regarding any matter that may arise by virtue of this Agreement.
3031,0,"If Tenant or its successors in interest should continue in possession of the Premises beyond the expiration of this Agreement by virtue of any agreement made with Landlord or Landlord's successor in interest, then this provision shall be embodied in that agreement."
3032,0,6.Additional Fees.
3033,0,A.Late fees. 
3035,0,B.Dishonored checks.
3036,0,Tenant agrees to pay Landlord a collection fee of $30.00 for each dishonored check made by Tenant to Landlord.
3037,0,"If a check is dishonored, Tenant agrees to pay all amounts then due (including rent, the collection fee, late charges and other fees hereunder) and all future payments including rent due under this Agreement by certified funds, and Landlord has the option to reject any payment that is not in certified funds (though Landlord may accept one or more payments that are not in certified funds without waiving its right to insist upon certified funds in the future)."
3038,0,C.Eviction costs. 
3039,0,"Tenant shall be liable to Landlord for all of Landlord's costs to evict Tenant, including attorneys' fees, court costs, service fees, and any other charges or fees Landlord incurs (either by itself or through Property Manager) to evict Tenant."
3040,0,D.Additional rent. 
3041,0,"All fees and charges due from Tenant to Landlord under this Lease, including but not limited to late fees, collection fees, eviction costs, attorney's fees, repair bills, utility bills, landscape and maintenance bills, will become additional rent at the beginning of the month after the fees and/or charges are incurred (whether or not Tenant is billed for the same)."
3042,0,Payments will be applied to charges which become rent in the order accumulated.
3043,0,7.Security Deposit. 
3045,0,"Tenant shall not apply the Security Deposit  to, or in lieu of, rent."
3048,0,8.Cards and Keys. 
3051,0,9.Conveyances and uses.
3052,0,"Tenant shall not assign, sublet or transfer Tenant's interest, nor any part thereof, without prior written consent of Landlord."
3053,0,Tenant shall use the Premises for residential purposes only and not for any commercial enterprise or for any purpose which is illegal.
3054,0,"Tenant shall not commit waste, cause excessive noise, create a nuisance or disturb others."
3055,0,10.Occupants.  
3056,0,Occupants of the Premises shall be limited to  persons and shall be used solely for housing accommodations and for no other purpose.
3057,0,Tenant represents that only the following person(s) will live in the Premises:  
3058,0,11.Guests.
3059,0,The Tenant agrees to pay the sum of $  per day for each guest remaining on the Premises more than  days.
3060,0,"Notwithstanding the foregoing, in no event shall any guest remain on the Premises for more than   days."
3061,0,12.Utilities.
3062,0,"Each of the following utilities is marked either with a ""T"", an ""O"" or an ""S""."
3064,0,and for paying when due all all charges in connection with such utilities.
